Instance;Repetition;Algorithm;Fitness;Real_Time
N-tiw56n67;8;Gradient_100_0.1_superlinear;225456;24.6267
N-tiw56n66;8;Gradient_100_0.1_superlinear;225727;23.629
N-tiw56n62;10;Gradient_100_0.1_superlinear;176112;24.6172
N-tiw56n72;11;Gradient_100_0.1_superlinear;364124;20.6081
N-tiw56n66;4;Gradient_100_0.1_superlinear;224745;23.3706
N-tiw56n54;2;Gradient_100_0.1_superlinear;91192;20.7624
N-tiw56n66;13;Gradient_100_0.1_superlinear;225230;24.3514
N-tiw56n72;1;Gradient_100_0.1_superlinear;364049;20.5442
N-tiw56n62;1;Gradient_100_0.1_superlinear;176130;24.2272
N-tiw56n67;5;Gradient_100_0.1_superlinear;225408;23.5502
N-tiw56n62;4;Gradient_100_0.1_superlinear;176039;20.1618
N-tiw56n54;20;Gradient_100_0.1_superlinear;91210;24.6031
N-tiw56n66;11;Gradient_100_0.1_superlinear;225273;24.669
N-tiw56n58;5;Gradient_100_0.1_superlinear;124830;20.4605
N-tiw56n72;16;Gradient_100_0.1_superlinear;364042;23.2313
N-tiw56n66;14;Gradient_100_0.1_superlinear;225754;24.6574
N-tiw56n66;2;Gradient_100_0.1_superlinear;225287;23.6343
N-tiw56n67;13;Gradient_100_0.1_superlinear;225082;24.557
N-tiw56n62;5;Gradient_100_0.1_superlinear;176113;23.6107
N-tiw56n67;4;Gradient_100_0.1_superlinear;225507;23.5488
N-tiw56n58;8;Gradient_100_0.1_superlinear;124832;23.7325
N-tiw56n72;20;Gradient_100_0.1_superlinear;363787;24.2136
N-tiw56n62;18;Gradient_100_0.1_superlinear;176113;23.656
N-tiw56n54;17;Gradient_100_0.1_superlinear;91188;24.1913
N-tiw56n67;20;Gradient_100_0.1_superlinear;224715;20.6784
N-tiw56n67;14;Gradient_100_0.1_superlinear;225232;24.2124
N-tiw56n58;15;Gradient_100_0.1_superlinear;124834;24.6878
N-tiw56n54;7;Gradient_100_0.1_superlinear;91260;23.875
N-tiw56n66;12;Gradient_100_0.1_superlinear;225245;20.285
N-tiw56n58;3;Gradient_100_0.1_superlinear;124759;23.4861
N-tiw56n72;8;Gradient_100_0.1_superlinear;363979;23.2139
N-tiw56n58;4;Gradient_100_0.1_superlinear;124758;23.5526
N-tiw56n72;19;Gradient_100_0.1_superlinear;363864;20.5716
N-tiw56r54;1;Gradient_100_0.1_superlinear;102173;20.3548
N-tiw56n62;15;Gradient_100_0.1_superlinear;176085;20.9886
N-tiw56n62;16;Gradient_100_0.1_superlinear;176142;20.0931
N-tiw56n54;16;Gradient_100_0.1_superlinear;91278;23.4077
N-tiw56n72;18;Gradient_100_0.1_superlinear;364044;23.3746
N-tiw56n72;9;Gradient_100_0.1_superlinear;363944;23.2434
N-tiw56n58;16;Gradient_100_0.1_superlinear;124795;24.5095
N-tiw56n62;9;Gradient_100_0.1_superlinear;175999;21.0379
N-tiw56n66;6;Gradient_100_0.1_superlinear;225605;20.9313
N-tiw56n66;9;Gradient_100_0.1_superlinear;225724;20.6549
N-tiw56n66;3;Gradient_100_0.1_superlinear;225453;23.5507
N-tiw56n62;19;Gradient_100_0.1_superlinear;176103;20.4517
N-tiw56n62;6;Gradient_100_0.1_superlinear;176111;20.5213
N-tiw56n67;2;Gradient_100_0.1_superlinear;225509;24.5011
N-tiw56r54;9;Gradient_100_0.1_superlinear;102512;24.8959
N-tiw56n72;12;Gradient_100_0.1_superlinear;364163;24.2829
N-tiw56n54;18;Gradient_100_0.1_superlinear;91228;23.6953
N-tiw56r54;14;Gradient_100_0.1_superlinear;102551;20.8183
N-tiw56r54;2;Gradient_100_0.1_superlinear;102466;24.7623
N-tiw56n67;19;Gradient_100_0.1_superlinear;225178;24.4154
N-tiw56n72;6;Gradient_100_0.1_superlinear;363866;24.3569
N-tiw56n58;12;Gradient_100_0.1_superlinear;124836;24.8534
N-tiw56n66;15;Gradient_100_0.1_superlinear;225574;24.6011
N-tiw56r54;20;Gradient_100_0.1_superlinear;102491;23.5348
N-tiw56r58;8;Gradient_100_0.1_superlinear;128658;23.6289
N-tiw56r54;18;Gradient_100_0.1_superlinear;102499;19.4543
N-tiw56n72;17;Gradient_100_0.1_superlinear;363924;23.1655
N-tiw56n66;7;Gradient_100_0.1_superlinear;225277;24.7233
N-tiw56n72;4;Gradient_100_0.1_superlinear;363438;19.6018
N-tiw56n58;19;Gradient_100_0.1_superlinear;124765;23.4827
N-tiw56r54;5;Gradient_100_0.1_superlinear;102493;24.3893
N-tiw56n58;18;Gradient_100_0.1_superlinear;124813;24.7202
N-tiw56n72;15;Gradient_100_0.1_superlinear;364114;24.6198
N-tiw56n67;11;Gradient_100_0.1_superlinear;225401;20.9247
N-tiw56n67;18;Gradient_100_0.1_superlinear;225426;24.4267
N-tiw56r58;15;Gradient_100_0.1_superlinear;128666;24.1944
N-tiw56n67;7;Gradient_100_0.1_superlinear;225501;20.8875
N-tiw56r58;1;Gradient_100_0.1_superlinear;128701;24.6177
N-tiw56n67;17;Gradient_100_0.1_superlinear;225485;23.932
N-tiw56n66;10;Gradient_100_0.1_superlinear;225151;20.5698
N-tiw56r58;14;Gradient_100_0.1_superlinear;128716;19.3165
N-tiw56r58;13;Gradient_100_0.1_superlinear;129112;24.3049
N-tiw56n67;1;Gradient_100_0.1_superlinear;225180;23.3373
N-tiw56r54;7;Gradient_100_0.1_superlinear;102173;24.5699
N-tiw56r58;5;Gradient_100_0.1_superlinear;128636;24.4682
N-tiw56n72;3;Gradient_100_0.1_superlinear;363858;20.6324
N-tiw56n67;3;Gradient_100_0.1_superlinear;225472;24.5666
N-tiw56r54;16;Gradient_100_0.1_superlinear;102311;24.2107
N-tiw56n66;16;Gradient_100_0.1_superlinear;225653;24.7412
N-tiw56n66;17;Gradient_100_0.1_superlinear;225272;24.792
N-tiw56r66;9;Gradient_100_0.1_superlinear;208492;24.6897
N-tiw56n66;20;Gradient_100_0.1_superlinear;225268;23.6297
N-tiw56r58;16;Gradient_100_0.1_superlinear;128668;24.5866
N-tiw56n72;13;Gradient_100_0.1_superlinear;363925;24.1572
N-tiw56r58;11;Gradient_100_0.1_superlinear;128683;23.9103
N-tiw56r54;8;Gradient_100_0.1_superlinear;102676;24.7265
N-tiw56n67;6;Gradient_100_0.1_superlinear;225300;24.4098
N-tiw56n72;10;Gradient_100_0.1_superlinear;363694;24.3196
N-tiw56r58;18;Gradient_100_0.1_superlinear;128631;23.2422
N-tiw56r58;20;Gradient_100_0.1_superlinear;129116;23.714
N-tiw56r58;3;Gradient_100_0.1_superlinear;128655;23.8216
N-tiw56r54;11;Gradient_100_0.1_superlinear;102139;24.6068
N-tiw56n67;9;Gradient_100_0.1_superlinear;224682;24.6079
N-tiw56r58;2;Gradient_100_0.1_superlinear;128689;23.7623
N-tiw56n67;16;Gradient_100_0.1_superlinear;225438;23.4654
N-tiw56n72;5;Gradient_100_0.1_superlinear;364048;23.3408
N-tiw56r67;12;Gradient_100_0.1_superlinear;221719;19.6755
N-tiw56r54;17;Gradient_100_0.1_superlinear;102473;19.4195
N-tiw56n67;15;Gradient_100_0.1_superlinear;225448;23.5498
N-tiw56r66;3;Gradient_100_0.1_superlinear;208584;19.6227
N-tiw56n72;14;Gradient_100_0.1_superlinear;364088;24.1714
N-tiw56r66;15;Gradient_100_0.1_superlinear;208551;19.8831
N-tiw56r58;12;Gradient_100_0.1_superlinear;128675;24.4848
N-tiw56r66;1;Gradient_100_0.1_superlinear;208433;20.8602
N-tiw56r67;4;Gradient_100_0.1_superlinear;221827;20.6718
N-tiw56r67;8;Gradient_100_0.1_superlinear;222153;23.4298
N-tiw56n72;7;Gradient_100_0.1_superlinear;363599;24.0988
N-tiw56r54;12;Gradient_100_0.1_superlinear;102506;23.7431
N-tiw56r54;19;Gradient_100_0.1_superlinear;102451;23.6509
N-tiw56r66;8;Gradient_100_0.1_superlinear;208657;20.7792
N-tiw56r66;12;Gradient_100_0.1_superlinear;208703;23.6993
N-tiw56r58;6;Gradient_100_0.1_superlinear;128684;20.0272
N-tiw56r54;10;Gradient_100_0.1_superlinear;102646;20.3268
N-tiw56r66;2;Gradient_100_0.1_superlinear;208531;23.7608

N-tiw56r67;14;Gradient_100_0.1_superlinear;221997;24.6134
N-tiw56r54;3;Gradient_100_0.1_superlinear;102529;23.8669
N-tiw56r72;14;Gradient_100_0.1_superlinear;269420;19.5708
N-tiw56r54;4;Gradient_100_0.1_superlinear;102370;24.181
N-tiw56r58;7;Gradient_100_0.1_superlinear;128681;24.3404
N-tiw56r54;6;Gradient_100_0.1_superlinear;102447;20.9043
N-tiw56r72;11;Gradient_100_0.1_superlinear;268634;20.4235
N-tiw56r72;13;Gradient_100_0.1_superlinear;267779;20.3525
N-tiw56r72;1;Gradient_100_0.1_superlinear;268428;23.1246
N-tiw56r72;19;Gradient_100_0.1_superlinear;269139;20.3621
N-tiw56r54;15;Gradient_100_0.1_superlinear;102673;23.6499
N-tiw56r66;14;Gradient_100_0.1_superlinear;208529;22.5622
N-tiw56r67;18;Gradient_100_0.1_superlinear;222087;23.5544
N-tiw56r72;6;Gradient_100_0.1_superlinear;268137;23.4818
N-tiw56r58;9;Gradient_100_0.1_superlinear;129048;24.6553
N-tiw56r66;16;Gradient_100_0.1_superlinear;208541;24.4384
N-tiw56r66;20;Gradient_100_0.1_superlinear;208499;23.6944
N-tiw56r66;18;Gradient_100_0.1_superlinear;208389;24.7871
N-tiw56r72;10;Gradient_100_0.1_superlinear;268983;22.7955
N-tiw56r67;13;Gradient_100_0.1_superlinear;222159;23.3887
N-tiw56r58;4;Gradient_100_0.1_superlinear;128690;24.282
N-tiw56r67;20;Gradient_100_0.1_superlinear;222172;24.2263
N-tiw56r54;13;Gradient_100_0.1_superlinear;102449;24.8117
N-tiw56r67;1;Gradient_100_0.1_superlinear;222295;24.9796
N-tiw56r72;2;Gradient_100_0.1_superlinear;269367;23.9197
N-tiw56r58;17;Gradient_100_0.1_superlinear;129036;24.5767
N-tiw56r66;6;Gradient_100_0.1_superlinear;208351;24.3235
N-tiw56r72;16;Gradient_100_0.1_superlinear;269643;23.3664
N-tiw56r67;2;Gradient_100_0.1_superlinear;222151;20.4915
N-tiw56r66;17;Gradient_100_0.1_superlinear;208452;24.0784
N-tiw56r67;11;Gradient_100_0.1_superlinear;222059;24.2766
N-tiw56r67;19;Gradient_100_0.1_superlinear;221725;23.7966
N-tiw56r67;9;Gradient_100_0.1_superlinear;222209;20.826
N-tiw56r72;5;Gradient_100_0.1_superlinear;268511;24.2215
N-tiw56r66;7;Gradient_100_0.1_superlinear;208478;23.6974
N-tiw56r58;19;Gradient_100_0.1_superlinear;128658;24.115
N-tiw56r66;5;Gradient_100_0.1_superlinear;208321;23.5787
N-tiw56r58;10;Gradient_100_0.1_superlinear;129067;24.6248
N-tiw56r67;7;Gradient_100_0.1_superlinear;222267;20.8506
N-tiw56r72;12;Gradient_100_0.1_superlinear;269235;19.4869
N-tiw56r67;5;Gradient_100_0.1_superlinear;221795;23.5224
N-tiw56r66;10;Gradient_100_0.1_superlinear;208734;21.2423
N-tiw56r67;10;Gradient_100_0.1_superlinear;222207;24.59
N-tiw56r72;7;Gradient_100_0.1_superlinear;268144;19.3464
N-tiw56r72;3;Gradient_100_0.1_superlinear;268501;20.4841
N-tiw56r67;6;Gradient_100_0.1_superlinear;222248;24.0293
N-tiw56r72;8;Gradient_100_0.1_superlinear;269483;23.487
N-tiw56r66;4;Gradient_100_0.1_superlinear;208432;24.622
N-tiw56r67;15;Gradient_100_0.1_superlinear;222242;23.7187
N-tiw56r66;11;Gradient_100_0.1_superlinear;208537;24.8135
N-tiw56r66;13;Gradient_100_0.1_superlinear;208464;24.9329
N-tiw56r72;20;Gradient_100_0.1_superlinear;268586;20.4838
N-tiw56r67;3;Gradient_100_0.1_superlinear;221997;23.4862
N-tiw56r67;17;Gradient_100_0.1_superlinear;222253;23.5797
N-tiw56r72;9;Gradient_100_0.1_superlinear;269501;23.3442
N-tiw56r72;18;Gradient_100_0.1_superlinear;269710;24.5303
N-tiw56r67;16;Gradient_100_0.1_superlinear;222258;24.3995
N-tiw56r72;4;Gradient_100_0.1_superlinear;269334;24.112
N-tiw56r72;17;Gradient_100_0.1_superlinear;269504;23.6781
N-tiw56r72;15;Gradient_100_0.1_superlinear;269349;23.2731
N-usa79;3;Gradient_100_0.1_superlinear;1790428;62.6905
N-usa79;5;Gradient_100_0.1_superlinear;1787756;78.2409
N-usa79;1;Gradient_100_0.1_superlinear;1790052;61.5935
N-usa79;2;Gradient_100_0.1_superlinear;1789606;74.1793
N-usa79;11;Gradient_100_0.1_superlinear;1789876;78.0209
N-usa79;4;Gradient_100_0.1_superlinear;1790166;61.4865
N-usa79;20;Gradient_100_0.1_superlinear;1789880;77.9327
N-usa79;10;Gradient_100_0.1_superlinear;1792346;63.4904
N-usa79;14;Gradient_100_0.1_superlinear;1795949;76.3892
N-usa79;18;Gradient_100_0.1_superlinear;1792499;61.5903
N-usa79;8;Gradient_100_0.1_superlinear;1795705;74.6222
N-usa79;6;Gradient_100_0.1_superlinear;1790269;78.141
N-usa79;9;Gradient_100_0.1_superlinear;1791426;74.7253
N-usa79;12;Gradient_100_0.1_superlinear;1790148;77.725
N-usa79;7;Gradient_100_0.1_superlinear;1790161;74.5592
N-usa79;15;Gradient_100_0.1_superlinear;1790006;75.8242
N-usa79;16;Gradient_100_0.1_superlinear;1790128;74.4502
N-usa79;13;Gradient_100_0.1_superlinear;1796525;76.1352
N-usa79;17;Gradient_100_0.1_superlinear;1790024;75.4374
N-usa79;19;Gradient_100_0.1_superlinear;1790924;74.2225
